Company,Date of Tweet,Number of Retweets,Number of Favorites,Number of Followers,Tweet
Tandem,Mon Apr 25 03:56:20 +0000 2016,0,499,4604,
Tandem,Fri Apr 22 22:50:34 +0000 2016,0,499,4604,
Tandem,Fri Apr 22 22:25:12 +0000 2016,1,499,4604,
Tandem,Fri Apr 22 20:35:17 +0000 2016,1,499,4604,
Tandem,Fri Apr 22 18:41:38 +0000 2016,1,499,4604,
Tandem,Fri Apr 22 17:55:15 +0000 2016,0,499,4604,
Tandem,Fri Apr 22 15:50:30 +0000 2016,5,499,4604,
Tandem,Fri Apr 22 13:01:36 +0000 2016,6,499,4604,
Tandem,Thu Apr 21 21:20:07 +0000 2016,4,499,4604,
Tandem,Thu Apr 21 15:40:31 +0000 2016,0,499,4604,
Tandem,Tue Apr 19 22:01:21 +0000 2016,0,499,4604,
Tandem,Tue Apr 19 14:10:40 +0000 2016,2,499,4604,
Tandem,Mon Apr 18 18:02:01 +0000 2016,1,499,4604,
Tandem,Thu Apr 14 20:25:05 +0000 2016,0,499,4604,
Tandem,Thu Apr 14 18:00:32 +0000 2016,0,499,4604,
Tandem,Thu Apr 14 16:59:15 +0000 2016,0,499,4604,
Tandem,Thu Apr 14 14:01:41 +0000 2016,0,499,4604,
Tandem,Wed Apr 13 18:02:49 +0000 2016,0,499,4604,
Tandem,Mon Apr 11 18:42:17 +0000 2016,0,499,4604,
Tandem,Mon Apr 11 14:03:01 +0000 2016,1,499,4604,
Tandem,Fri Apr 08 20:27:42 +0000 2016,0,499,4604,
Tandem,Fri Apr 08 19:37:45 +0000 2016,0,499,4604,
Tandem,Thu Apr 07 22:00:08 +0000 2016,0,499,4604,
Tandem,Thu Apr 07 21:45:21 +0000 2016,0,499,4604,
Tandem,Thu Apr 07 14:02:59 +0000 2016,0,499,4604,
Tandem,Thu Apr 07 00:11:20 +0000 2016,0,499,4604,
Tandem,Thu Apr 07 00:11:12 +0000 2016,0,499,4604,
Tandem,Wed Apr 06 21:02:00 +0000 2016,0,499,4604,
Tandem,Wed Apr 06 20:00:30 +0000 2016,3,499,4604,
Tandem,Wed Apr 06 18:02:31 +0000 2016,0,499,4604,
Tandem,Tue Apr 05 22:33:08 +0000 2016,0,499,4604,
Tandem,Tue Apr 05 14:02:33 +0000 2016,1,499,4604,
Tandem,Mon Apr 04 18:02:01 +0000 2016,0,499,4604,
Tandem,Mon Apr 04 01:01:06 +0000 2016,2,499,4604,
Tandem,Fri Apr 01 20:36:21 +0000 2016,1,499,4604,
Tandem,Fri Apr 01 12:02:16 +0000 2016,1,499,4604,
Tandem,Thu Mar 31 21:38:47 +0000 2016,0,499,4604,
Tandem,Thu Mar 31 18:01:39 +0000 2016,1,499,4604,
Tandem,Wed Mar 30 17:02:22 +0000 2016,0,499,4604,
Tandem,Wed Mar 30 15:02:18 +0000 2016,0,499,4604,
Tandem,Mon Mar 28 15:06:57 +0000 2016,1,499,4604,
Tandem,Sun Mar 27 07:35:04 +0000 2016,1,499,4604,
Tandem,Fri Mar 25 15:02:06 +0000 2016,1,499,4604,
Tandem,Thu Mar 24 18:14:43 +0000 2016,0,499,4604,
Tandem,Thu Mar 24 18:13:40 +0000 2016,0,499,4604,
Tandem,Thu Mar 24 00:11:14 +0000 2016,0,499,4604,
Tandem,Thu Mar 24 00:03:08 +0000 2016,0,499,4604,
Tandem,Wed Mar 23 15:02:30 +0000 2016,1,499,4604,
Tandem,Tue Mar 22 19:01:55 +0000 2016,1,499,4604,
Tandem,Fri Mar 18 16:55:07 +0000 2016,1,499,4604,
Tandem,Thu Mar 17 23:05:27 +0000 2016,0,499,4604,
Tandem,Thu Mar 17 21:53:17 +0000 2016,0,499,4604,
Tandem,Thu Mar 17 21:41:34 +0000 2016,0,499,4604,
Tandem,Thu Mar 17 12:15:21 +0000 2016,0,499,4604,
Tandem,Wed Mar 16 18:00:25 +0000 2016,1,499,4604,
Tandem,Mon Mar 14 21:45:08 +0000 2016,0,499,4604,
Tandem,Mon Mar 14 20:55:05 +0000 2016,2,499,4604,
Tandem,Sat Mar 12 14:01:29 +0000 2016,5,499,4604,
Tandem,Thu Mar 10 22:25:09 +0000 2016,3,499,4604,
Tandem,Thu Mar 10 20:30:16 +0000 2016,3,499,4604,
Tandem,Thu Mar 10 17:53:05 +0000 2016,0,499,4604,
Tandem,Wed Mar 09 00:55:14 +0000 2016,1,499,4604,
Tandem,Tue Mar 08 17:45:09 +0000 2016,0,499,4604,
Tandem,Tue Mar 08 01:45:06 +0000 2016,1,499,4604,
Tandem,Mon Mar 07 18:52:54 +0000 2016,0,499,4604,
Tandem,Mon Mar 07 18:06:07 +0000 2016,0,499,4604,
Tandem,Mon Mar 07 18:05:07 +0000 2016,0,499,4604,
Tandem,Mon Mar 07 18:03:04 +0000 2016,0,499,4604,
Tandem,Thu Mar 03 14:55:20 +0000 2016,3,499,4604,
Tandem,Wed Mar 02 22:40:06 +0000 2016,0,499,4604,
Tandem,Thu Feb 25 13:01:24 +0000 2016,3,499,4604,
Tandem,Wed Feb 24 21:29:10 +0000 2016,1,499,4604,
Tandem,Tue Feb 23 23:22:53 +0000 2016,0,499,4604,
Tandem,Sun Feb 21 15:25:17 +0000 2016,3,499,4604,
Tandem,Fri Feb 19 15:10:53 +0000 2016,0,499,4604,
Tandem,Fri Feb 19 00:25:05 +0000 2016,4,499,4604,
Tandem,Thu Feb 18 22:20:38 +0000 2016,0,499,4604,
Tandem,Thu Feb 18 02:47:35 +0000 2016,0,499,4604,
Tandem,Wed Feb 17 15:25:29 +0000 2016,1,499,4604,
Tandem,Tue Feb 16 21:15:34 +0000 2016,0,499,4604,
Tandem,Tue Feb 16 18:39:29 +0000 2016,1,499,4604,
Tandem,Tue Feb 16 15:35:24 +0000 2016,1,499,4604,
Tandem,Tue Feb 16 00:05:11 +0000 2016,3,499,4604,
Tandem,Sun Feb 14 01:20:08 +0000 2016,4,499,4604,
Tandem,Sat Feb 13 23:25:04 +0000 2016,5,499,4604,
Tandem,Fri Feb 12 06:15:21 +0000 2016,1,499,4604,
Tandem,Thu Feb 11 15:35:24 +0000 2016,0,499,4604,
